invoice_ref,vendor_id,customer_id,company_code,invoice_date,posting_date,baseline_date,currency,gross_amount,tax_amount,tax_code,gl_account,cost_centre,profit_centre,payment_terms,reference,header_text,assignment,item_text
INV-2025-00128,V1005,C2002,2000,2025-02-28,2025-03-05,2025-02-28,GBP,350859.67,0.00,V0,400500,CC1030,PC4000,ZN45,,"Server equipment",PROJECT-EPSILON,"Commission payment"
INV-2026-00129,V1017,C2012,3000,2026-02-27,2026-03-04,2026-02-27,USD,168424.97,16842.50,A2,700200,CC2010,PC2001,ZN90,PO-84280,"Subscription fees",CAPEX-2026,"Advance payment"
INV-2025-00130,V1016,C2006,4000,2025-03-04,2025-03-08,2025-03-05,USD,469830.93,46983.09,A2,500100,CC2020,PC3000,ZN90,PO-83313,"Consulting services",PROJECT-EPSILON,"Partial delivery"
INV-2025-00131,V_UNKNOWN,C2009,3000,2025-09-10,2025-09-15,2025-09-11,GBP,188427.43,13189.92,V3,500200,,PC2001,ZB02,PO-92975,"Telecommunications",MAINT-Q4,"Progress billing"
INV-2025-00132,V1017,C2013,1000,2025-09-09,2025-09-09,2025-09-10,CHF,66512.99,4655.91,V2,400200,CC1040,,ZN45,,"Reception services 2025-09",MAINT-Q1,"Phase 2 delivery"
INV-2025-00133,V1018,C2009,2000,2025-04-06,2025-04-06,2025-04-06,JPY,248297.38,0.00,V0,500200,CC1040,,ZN30,PO-93462,"Safety equipment",MAINT-Q4,"Partial delivery"
INV-2025-00134,V1019,C2008,1000,2025-06-25,2025-06-27,2025-06-28,AUD,305688.40,15284.42,V2,700100,CC2010,PC2003,,PO-98044,"Catering services",MKT-CAMPAIGN,"Annual renewal"
INV-2025-00135,V1017,C2001,2000,2025-01-29,2025-01-31,2025-01-30,GBP,282390.16,28239.02,A2,400500,CC1020,PC3001,ZN14,PO-82061,"Catering services",PROJECT-ALPHA,"Ad-hoc request"
INV-2025-00136,V1019,C2006,4000,2025-03-04,2025-03-09,2025-03-06,CHF,66997.64,0.00,V0,600200,CC1050,PC4000,ZN90,PO-80020,"Software licences 2025-03",OPEX-2026,"Volume discount"
INV-2025-00137,V1003,C2007,1000,2025-11-03,2025-11-04,2025-11-03,GBP,428227.15,21411.36,V3,600200,CC1030,PC4000,ZB01,PO-97867,"Elevator servicing",IT-REFRESH,"Debit note"
INV-2025-00138,V1001,C2002,4000,2025-01-06,2025-01-11,2025-01-08,GBP,264162.28,39624.34,V3,400500,CC1040,PC2001,ZB01,,"Software licences",MAINT-Q1,"Late delivery penalty"
,V1007,C2001,4000,2025-10-04,2025-10-04,2025-10-07,CHF,175658.15,0.00,V0,500100,CC1040,PC3000,ZN45,,"Mail handling",R&D-PHASE2,"Early payment discount"
INV-2026-00140,V1017,C2012,1000,2026-02-01,2026-02-05,2026-02-04,CAD,143154.55,28630.91,A2,500200,CC3010,PC3000,ZN30,PO-83248,"Professional services 2026-02",PROJECT-ALPHA,"Monthly service fee"
INV-2025-00141,V1014,C2004,3000,2025-04-21,2025-04-21,2025-04-23,CAD,191299.60,19129.96,V2,500100,CC2010,,ZN90,PO-91382,"Fire safety inspection",R&D-PHASE1,"Annual renewal"
INV-2025-00142,V1004,C2015,1000,2025-12-16,2025-12-16,2025-12-17,EUR,167916.32,8395.82,A2,500100,CC1020,PC2001,ZN60,PO-82280,"Building repairs",R&D-PHASE1,"Full delivery"
INV-2026-00143,V1014,C2005,2000,2026-01-05,2026-01-08,2026-01-05,CAD,17596.61,0.00,V0,400400,CC1040,PC2003,ZB02,PO-98071,"Facilities maintenance",PROJECT-GAMMA,"Partial delivery"
INV-2025-00144,,C0000,9999,2025-06-16,2025-06-19,2025-06-18,JPY,224689.80,44937.96,A2,999999,CC0000,PC3001,ZB01,PO-97720,"Cloud hosting fees 2025-06",OPEX-2026,"Retainer fee"
INV-2025-00145,V1004,C2013,3000,2025-02-20,2025-02-23,2025-02-22,USD,315169.74,63033.95,V1,400100,CC1030,PC3001,ZB02,PO-97301,"Elevator servicing",PROJECT-ZETA,"Monthly service fee"
INV-2025-00146,V1010,C2013,2000,2025-04-10,2025-04-11,2025-04-13,EUR,441387.82,88277.56,V3,700100,CC3010,,ZN60,PO-93961,"Legal advisory",MAINT-Q2,"Rebate claim"
INV-2026-00147,V1006,C2013,1000,2026-02-28,2026-02-28,2026-03-03,EUR,127480.91,12748.09,V2,400100,CC3020,PC3001,ZB01,PO-98700,"Reception services",PROJECT-EPSILON,"Quality inspection"
INV-2026-00148,V1002,C2013,1000,2026-03-22,2026-03-22,2026-03-22,CHF,68540.40,10281.06,V1,400400,CC3010,PC2002,ZN14,PO-92659,"Contractor payments",OPEX-2026,"Advance payment"
INV-2025-00149,V1010,C2011,1000,2025-11-19,2025-11-21,2025-11-22,CAD,311312.78,62262.56,V2,400300,CC3010,PC2001,ZN45,,"Lab equipment",MAINT-Q2,"Commission payment"
INV-2026-00150,V1007,C2009,4000,2026-01-25,2026-01-28,2026-01-26,JPY,359878.45,0.00,V0,600200,CC2010,,ZN90,PO-89380,"Hardware procurement",MAINT-Q1,"Final settlement"
INV-2026-00151,V1001,C2013,2000,2026-02-04,2026-02-07,2026-02-04,CAD,173128.33,0.00,V0,400500,CC1030,PC2000,ZB02,,"Recruitment costs",OPEX-2026,"Advance payment"
INV-2025-00152,V1016,C2008,3000,2025-05-11,2025-05-11,2025-05-12,EUR,93365.89,9336.59,A2,400300,CC2010,PC4000,ZN90,PO-97324,"Pest control",MAINT-Q1,"Monthly service fee"
INV-2025-00153,V1006,C2003,2000,2025-05-24,2025-05-28,2025-05-25,AUD,150120.47,15012.05,V1,700200,CC1040,PC2001,ZB01,PO-82482,"Staff training",FACILITIES,"Rebate claim"
INV-2026-00154,V1015,C2005,3000,2026-02-08,2026-02-13,2026-02-10,JPY,312967.88,0.00,V0,600200,CC3020,PC2000,ZN14,,"Hardware procurement",PROJECT-ZETA,"Standard order"
INV-2025-00155,V1018,C2008,2000,2025-12-12,2025-12-13,2025-12-12,USD,129966.13,9097.63,V1,500200,CC2030,PC3001,,PO-84018,"Office supplies",MAINT-Q2,"Scheduled maintenance"
INV-2025-00156,V1009,C2012,2000,2025-09-14,2025-09-17,2025-09-17,CAD,225433.21,45086.64,V1,500200,CC2020,PC2000,ZN90,PO-88828,"Data centre costs",PROJECT-GAMMA,"Emergency repair"
INV-2026-00157,V1020,C2003,4000,2026-01-21,2026-01-22,2026-01-21,GBP,416998.14,83399.63,V2,400100,CC2010,PC4000,ZB01,PO-91729,"Fire safety inspection",MAINT-Q1,"Service completion"
INV-2025-00158,V1013,C2006,3000,2025-06-03,2025-06-03,2025-06-06,EUR,468427.97,0.00,V0,500300,CC3020,,ZN90,PO-87755,"Waste disposal",MAINT-Q3,"Scheduled maintenance"
INV-2025-00159,V1016,C2001,1000,2025-02-17,2025-02-21,2025-02-19,EUR,154282.84,23142.43,V1,400100,CC1050,PC2001,ZN90,PO-86150,"Pest control 2025-02",PROJECT-ALPHA,"Final settlement"
INV-2025-00160,V1010,C2002,3000,2025-06-08,2025-06-11,2025-06-09,CHF,477712.60,23885.63,V2,500100,CC3010,PC2001,ZB01,PO-88162,"Audit fees",CAPEX-2026,"Project milestone payment"
INV-2025-00161,V1009,C2014,2000,2025-06-21,2025-06-25,2025-06-22,JPY,399506.56,39950.66,V1,500200,CC1010,PC2000,ZN14,PO-88099,"Equipment rental",PROJECT-BETA,"Annual renewal"
INV-2025-00162,V1013,C2012,2000,2025-08-15,2025-08-17,2025-08-17,CAD,201426.60,20142.66,A1,400500,CC2020,PC2000,ZN14,PO-88535,"Building repairs",CAPEX-2026,"Full delivery"
INV-2025-00163,V1018,C2003,1000,2025-03-09,2025-03-13,2025-03-10,CHF,208060.65,20806.07,V3,400300,CC1020,PC3001,ZB01,PO-87492,"Waste disposal",MKT-CAMPAIGN,"Advance payment"
INV-2025-00164,V1011,C2004,2000,2025-10-28,2025-11-01,2025-10-31,SGD,480856.05,33659.92,V1,500100,CC3010,PC3000,ZN14,PO-83600,"Facilities maintenance",PROJECT-EPSILON,"Progress billing"
INV-2025-00165,V1001,C2001,1000,2025-11-11,2025-11-11,2025-11-11,JPY,495108.14,0.00,V0,500100,CC2020,PC2001,,PO-92449,"Parking management",MAINT-Q1,"Blanket PO release"
INV-2025-00166,VXXX,,1000,2025-08-07,2025-08-11,2025-08-08,AUD,115547.78,5777.39,A2,000000,CCXXX,PC3001,ZN45,PO-86632,"Facilities maintenance",PROJECT-THETA,"Phase 2 delivery"
INV-2025-00167,V1018,C2015,1000,2025-10-04,2025-10-06,2025-10-06,EUR,22619.83,2261.98,V2,400100,CC1040,PC2000,ZN30,PO-99267,"Safety equipment 2025-10",PROJECT-THETA,"Ad-hoc request"
INV-2025-00168,V1019,C2015,4000,2025-12-07,2025-12-08,2025-12-08,SGD,419507.74,62926.16,A1,500100,CC3020,PC2001,ZN14,PO-88932,"Server equipment",HR-ONBOARD,"Commission payment"
INV-2025-00169,V1019,C2013,4000,2025-01-17,2025-01-22,2025-01-18,CHF,398434.30,27890.40,A2,700100,CC1030,PC2002,,PO-91676,"Fire safety inspection",PROJECT-ZETA,"Phase 1 delivery"
INV-2025-00170,V9999,C2015,3000,2025-07-23,2025-07-23,2025-07-24,CHF,288042.58,0.00,V0,999999,CCXXX,PC2002,ZN60,PO-88375,"Building repairs 2025-07",FACILITIES,"Ad-hoc request"
INV-2025-00171,,C2011,1000,2025-12-25,2025-12-29,2025-12-28,EUR,201222.52,20122.25,V3,700100,CCXXX,PC4000,ZN14,PO-85406,"Cloud hosting fees",PROJECT-ETA,"Phase 2 delivery"
INV-2025-00172,V1017,C2002,4000,2025-08-04,2025-08-05,2025-08-07,SGD,242859.55,12142.98,V2,700100,CC3010,PC2002,ZN90,PO-84453,"Water treatment",FACILITIES,"Quality inspection"
INV-2025-00173,V1015,C2013,2000,2025-07-09,2025-07-14,2025-07-11,EUR,5652.30,1130.46,V2,700200,CC3010,PC2001,ZN90,PO-91335,"Contractor payments 2025-07",PROJECT-ZETA,"Phase 1 delivery"
INV-2025-00174,V1004,C2010,2000,2025-04-07,2025-04-09,2025-04-10,USD,258346.29,18084.24,A1,400300,CC1050,PC2003,ZN60,PO-88420,"Cloud hosting fees",OPEX-2026,"Commission payment"
INV-2025-00175,V1018,C2006,4000,2025-09-07,2025-09-07,2025-09-07,CAD,273511.63,19145.81,A2,600100,CC1040,PC3000,,PO-89852,"Insurance premium 2025-09",PROJECT-BETA,"Phase 1 delivery"
INV-2025-00176,V1011,C2006,1000,2025-11-09,2025-11-13,2025-11-09,CHF,224445.72,22444.57,A1,700100,CC2010,PC3000,ZN30,PO-97197,"Telecommunications",MAINT-Q4,"Commission payment"
INV-2025-00177,V1019,C2014,2000,2025-07-04,2025-07-09,2025-07-04,GBP,452630.26,0.00,V0,500200,CC1020,PC2002,ZB02,PO-82159,"Cloud hosting fees",MAINT-Q3,"Scheduled maintenance"
INV-2025-00178,V1015,C2005,2000,2025-05-25,2025-05-27,2025-05-25,SGD,249098.85,0.00,V0,400100,CC1020,PC3001,ZN45,PO-93951,"Insurance premium",MAINT-Q4,"One-time purchase"
INV-2026-00179,V1007,C2005,1000,2026-02-06,2026-02-06,2026-02-07,EUR,270244.20,40536.63,V3,400400,CC3020,PC2001,,PO-84327,"Annual licence renewal",PROJECT-GAMMA,"Early payment discount"
INV-2025-00180,V1002,C2001,2000,2025-12-07,2025-12-09,2025-12-07,EUR,230665.93,46133.19,V2,400500,CC1040,,ZN45,PO-80577,"Mail handling",MKT-CAMPAIGN,"Progress billing"
INV-2026-00181,V1002,C2001,1000,2026-01-28,2026-01-30,2026-01-28,SGD,483901.42,96780.28,A2,400100,CC1040,PC2003,ZN60,PO-93901,"Parking management 2026-01",MAINT-Q2,"Service completion"
INV-2025-00182,V1019,C2011,3000,2025-10-20,2025-10-22,2025-10-22,SGD,14985.78,749.29,V2,400400,CC2020,PC2000,ZN45,PO-96782,"Staff training",HR-ONBOARD,"Quarterly invoice"
INV-2025-00183,V1005,C2003,3000,2025-06-02,2025-06-02,2025-06-05,SGD,48661.31,9732.26,V2,500100,CC1010,PC2000,ZN60,PO-92408,"Parking management 2025-06",MAINT-Q1,"Rework charges"
INV-2025-00184,V1016,C2002,1000,2025-02-02,2025-02-06,2025-02-03,USD,168177.20,25226.58,A1,500300,CC1050,PC4000,ZN90,PO-92951,"Hardware procurement",PROJECT-GAMMA,"Phase 2 delivery"
INV-2026-00185,V1005,C2012,2000,2026-01-02,2026-01-04,2026-01-02,JPY,159093.20,31818.64,A2,600100,CC1030,PC2003,ZN14,PO-94760,"Audit fees",MAINT-Q3,"Partial delivery"
INV-2025-00186,V1009,C2009,4000,2025-12-10,2025-12-10,2025-12-13,SGD,31028.73,3102.87,V3,500300,CC1040,PC2000,,PO-91070,"Cloud hosting fees",PROJECT-ETA,"One-time purchase"
INV-2025-00187,V1019,C2004,2000,2025-12-16,2025-12-20,2025-12-19,USD,358166.67,53725.00,V1,500200,CC2020,PC2002,ZN45,PO-84827,"Hardware procurement",OPEX-2026,"Volume discount"
INV-2025-00188,V1014,C2004,1000,2025-07-09,2025-07-10,2025-07-09,AUD,297452.65,59490.53,V2,600200,CC2020,PC4000,ZN14,,"Waste disposal",IT-REFRESH,"Late delivery penalty"
INV-2025-00189,V1003,C2006,2000,2025-10-07,2025-10-12,2025-10-09,GBP,321809.35,16090.47,A1,500200,CC3010,PC2002,ZN90,PO-81532,"Office supplies",PROJECT-THETA,"Rebate claim"
INV-2025-00190,V1006,C2003,3000,2025-12-12,2025-12-12,2025-12-14,CAD,244302.57,36645.39,A1,600100,CC1010,PC2002,ZN60,PO-81182,"Equipment rental",MAINT-Q1,"Monthly service fee"
INV-2025-00191,V1018,C2006,3000,2025-07-20,2025-07-20,2025-07-21,SGD,168899.82,11822.99,V1,400200,CC2010,PC3001,ZB02,PO-92021,"Equipment rental",MAINT-Q3,"Late delivery penalty"
INV-2025-00192,V1012,C2013,2000,2025-02-14,2025-02-19,2025-02-17,USD,334186.13,16709.31,V1,500300,CC2010,,ZN45,PO-84698,"Marketing materials",PROJECT-GAMMA,"Quality inspection"
INV-2025-00193,V1017,C2001,2000,2025-08-16,2025-08-17,2025-08-19,AUD,43943.53,3076.05,V2,500200,CC1010,PC2000,ZN14,,"Annual licence renewal",MKT-CAMPAIGN,"Retainer fee"
INV-2025-00194,V1014,C2009,1000,2025-01-11,2025-01-15,2025-01-13,AUD,283220.07,0.00,V0,600200,CC2030,PC3001,ZB01,PO-87561,"Hardware procurement 2025-01",HR-ONBOARD,"Commission payment"
INV-2026-00195,V1014,C2005,4000,2026-01-22,2026-01-22,2026-01-22,GBP,280624.38,42093.66,A1,400400,CC1010,PC3000,ZN45,PO-91954,"Lab equipment 2026-01",PROJECT-ALPHA,"Phase 2 delivery"
INV-2025-00196,V1003,C2007,3000,2025-05-11,2025-05-14,2025-05-11,SGD,197726.91,0.00,V0,700200,CC1050,PC2002,,PO-95440,"Staff training",R&D-PHASE2,"Blanket PO release"
INV-2025-00197,V1015,C2009,2000,2025-04-07,2025-04-12,2025-04-09,CHF,352935.18,35293.52,V2,600100,CC1020,PC2000,ZN30,PO-83750,"Vehicle leasing 2025-04",HR-ONBOARD,"Credit note adjustment"
INV-2025-00198,V1004,C2012,3000,2025-07-01,2025-07-03,2025-07-03,JPY,189263.59,18926.36,V1,400300,CC1020,PC2003,ZN90,PO-82858,"Temporary staffing",MKT-CAMPAIGN,"Early payment discount"
INV-2025-00199,V_UNKNOWN,C2014,1000,2025-02-04,2025-02-07,2025-02-05,CAD,195196.16,39039.23,A2,,CCXXX,PC3000,,PO-92137,"Travel expenses",PROJECT-THETA,"One-time purchase"
INV-2025-00200,V1003,C2014,3000,2025-10-29,2025-11-03,2025-10-31,CAD,247883.10,24788.31,V2,400400,CC1020,PC3000,ZB01,PO-85483,"Equipment rental",R&D-PHASE1,"Partial delivery"
INV-2025-00201,V1003,C2013,3000,2025-09-24,2025-09-29,2025-09-27,CAD,221717.02,22171.70,A1,400200,CC1050,PC4000,ZB01,PO-95392,"Travel expenses 2025-09",PROJECT-BETA,"Volume discount"
INV-2025-00202,V1006,C2009,4000,2025-10-27,2025-10-31,2025-10-28,SGD,396591.71,39659.17,V1,500200,CC1040,PC4000,ZN30,PO-96297,"Waste disposal 2025-10",PROJECT-DELTA,"Quarterly invoice"
INV-2025-00203,V1007,C2015,2000,2025-08-12,2025-08-13,2025-08-13,CAD,496724.26,99344.85,V3,400500,CC1030,PC2001,ZN90,PO-86068,"Facilities maintenance",PROJECT-GAMMA,"Annual renewal"
INV-2026-00204,V1001,C2006,3000,2026-02-07,2026-02-07,2026-02-10,USD,6733.26,0.00,V0,600200,CC2010,PC2000,ZN45,PO-86011,"Hardware procurement",MAINT-Q3,"Standard order"
INV-2025-00205,V1007,C2010,1000,2025-07-16,2025-07-17,2025-07-17,GBP,100027.34,15004.10,V2,500100,CC3020,PC4000,,PO-92221,"Catering services 2025-07",MAINT-Q4,"Quarterly invoice"
INV-2025-00206,V1007,C2006,4000,2025-08-06,2025-08-10,2025-08-06,AUD,258491.61,25849.16,V3,500200,CC1030,PC3000,ZN90,PO-97659,"Security services",MAINT-Q1,"Final settlement"
INV-2025-00207,V1014,C2014,4000,2025-07-05,2025-07-05,2025-07-06,JPY,491254.71,24562.74,A2,500100,CC1040,PC2001,ZN60,PO-91696,"Subscription fees",R&D-PHASE2,"Full delivery"
INV-2025-00208,V1016,C2008,2000,2025-07-25,2025-07-29,2025-07-25,SGD,378668.29,0.00,V0,500300,CC2020,PC3001,ZN90,PO-89179,"Annual licence renewal",R&D-PHASE2,"Phase 1 delivery"
INV-2026-00209,V1016,C2012,1000,2026-02-01,2026-02-03,2026-02-02,SGD,159295.68,7964.78,V2,400200,CC3010,PC2000,,PO-83674,"Energy costs",HR-ONBOARD,"Rework charges"
INV-2025-00210,V1007,C2006,1000,2025-05-10,2025-05-11,2025-05-11,SGD,202609.25,10130.46,V3,700200,CC1030,,,PO-99912,"Legal advisory 2025-05",PROJECT-BETA,"Quarterly invoice"
INV-2025-00211,V1010,C2008,1000,2025-05-22,2025-05-25,2025-05-24,JPY,432318.77,0.00,V0,700100,CC1050,PC2002,ZN60,PO-89491,"Server equipment 2025-05",MKT-CAMPAIGN,"Project milestone payment"
INV-2025-00212,V1006,C2012,3000,2025-08-03,2025-08-03,2025-08-05,SGD,187248.51,37449.70,V3,400500,CC2030,PC3000,ZN60,PO-83416,"Subscription fees",PROJECT-ZETA,"Project milestone payment"
INV-2025-00213,V1005,C2004,3000,2025-12-24,2025-12-24,2025-12-24,JPY,309910.45,0.00,V0,600200,CC1050,PC3001,ZN60,PO-80190,"Audit fees",R&D-PHASE1,"Rebate claim"
INV-2025-00214,V9999,C9999,3000,2025-01-12,2025-01-16,2025-01-14,SGD,272740.94,19091.87,V2,,,PC2000,ZB01,PO-83454,"Contractor payments",PROJECT-ETA,"Project milestone payment"
INV-2025-00215,V1012,C2002,1000,2025-01-23,2025-01-28,2025-01-26,JPY,74224.39,0.00,V0,400100,CC1020,,ZN90,PO-98826,"Security services 2025-01",MAINT-Q4,"Quality inspection"
INV-2025-00216,V1015,C2004,1000,2025-08-26,2025-08-30,2025-08-29,USD,408402.54,0.00,V0,500100,CC2030,PC2000,ZB01,PO-91146,"Parking management",PROJECT-ETA,"Rework charges"
INV-2025-00217,V1009,C2003,4000,2025-01-26,2025-01-26,2025-01-26,SGD,374802.93,0.00,V0,400400,CC3010,PC2001,ZN90,PO-89400,"Vehicle leasing 2025-01",MAINT-Q1,"Quarterly invoice"
INV-2025-00218,V1002,C2014,4000,2025-01-31,2025-02-04,2025-01-31,AUD,143326.65,21499.00,A1,400300,CC1050,PC2003,ZN30,PO-81559,"Lab equipment",R&D-PHASE1,"Debit note"
INV-2025-00219,,C2009,3000,2025-05-26,2025-05-26,2025-05-28,CHF,82237.93,12335.69,V1,000000,CC0000,PC4000,ZB01,PO-93372,"HVAC maintenance",PROJECT-THETA,"Rebate claim"
INV-2025-00191,V1008,C2010,2000,2026-02-26,2026-02-27,2026-02-28,GBP,136015.45,13601.55,V3,400500,CC3020,,ZB01,,"Pest control",HR-ONBOARD,"Debit note"
INV-2025-00221,V1019,C2006,4000,2025-07-14,2025-07-19,2025-07-16,GBP,44985.17,6747.78,V1,500100,CC2020,PC2002,ZB02,PO-91637,"Catering services 2025-07",PROJECT-EPSILON,"Credit note adjustment"
INV-2025-00222,V1002,C2011,4000,2025-08-03,2025-08-07,2025-08-05,USD,255084.20,38262.63,V1,700200,CC1030,PC2003,ZN60,PO-99835,"Staff training 2025-08",PROJECT-DELTA,"Commission payment"
INV-2025-00223,V1018,C2006,4000,2025-04-27,2025-04-27,2025-04-27,CHF,25259.00,2525.90,A1,400200,CC3010,PC2001,,PO-91800,"Reception services",CAPEX-2026,"Advance payment"
,V1003,C2013,2000,2025-04-11,2025-04-13,2025-04-12,CHF,270573.53,0.00,V0,600200,CC1030,PC2003,ZN30,PO-93969,"Landscaping",R&D-PHASE1,"Annual renewal"
INV-2026-00225,V1004,C2004,4000,2026-01-25,2026-01-30,2026-01-25,USD,458862.55,0.00,V0,500200,CC1040,,,PO-81697,"Audit fees",PROJECT-THETA,"Full delivery"
INV-2025-00226,V1011,C2002,1000,2025-04-10,2025-04-13,2025-04-13,AUD,415043.31,83008.66,A2,500200,CC1040,PC3000,ZN14,PO-91868,"Office supplies 2025-04",MAINT-Q4,"Credit note adjustment"
INV-2026-00227,V1008,C2010,4000,2026-02-05,2026-02-09,2026-02-05,CHF,426690.73,29868.35,V1,500200,CC2020,PC2000,ZN60,,"Subscription fees",R&D-PHASE2,"Ad-hoc request"
INV-2025-00228,V1010,C2008,2000,2025-08-16,2025-08-21,2025-08-17,AUD,94977.93,6648.46,V1,500200,CC1040,PC4000,ZB02,PO-91083,"Subscription fees",PROJECT-ALPHA,"Full delivery"
INV-2026-00229,V1009,C2013,1000,2026-01-12,2026-01-13,2026-01-13,CHF,231643.46,16215.04,V3,400100,CC3020,PC3000,ZN45,,"Facilities maintenance",PROJECT-DELTA,"Rework charges"
INV-2025-00230,V1010,C2010,4000,2025-07-30,2025-07-30,2025-07-31,CAD,15459.74,2318.96,V2,500300,CC1030,,ZN90,PO-84669,"Cloud hosting fees",MAINT-Q2,"Emergency repair"
INV-2025-00231,V1005,C2009,2000,2025-11-14,2025-11-17,2025-11-17,USD,81719.21,5720.34,A2,600100,CC2020,PC3001,ZN90,PO-96116,"Pest control",HR-ONBOARD,"Ad-hoc request"
INV-2025-00232,V1008,C2014,4000,2025-10-01,2025-10-04,2025-10-02,GBP,383665.64,76733.13,V2,700100,CC1050,PC3001,ZN30,PO-80278,"Facilities maintenance",PROJECT-ZETA,"Debit note"
INV-2025-00233,V1019,C2006,2000,2025-10-13,2025-10-14,2025-10-15,USD,463440.52,0.00,V0,500100,CC2030,PC4000,,PO-93439,"Contractor payments 2025-10",MAINT-Q2,"Phase 2 delivery"
INV-2026-00234,V1002,C2009,2000,2026-01-06,2026-01-08,2026-01-07,CAD,413972.63,41397.26,V3,400500,CC1020,,ZN14,PO-91712,"HVAC maintenance",OPEX-2026,"Emergency repair"
INV-2025-00235,V1002,C2005,3000,2025-08-03,2025-08-03,2025-08-04,CAD,84964.02,8496.40,V3,600100,CC1050,,ZN30,PO-97383,"Waste disposal 2025-08",MAINT-Q1,"Late delivery penalty"
INV-2025-00236,V1009,C2012,2000,2025-01-19,2025-01-23,2025-01-22,AUD,148209.96,0.00,V0,400500,CC1050,PC4000,ZN60,PO-90402,"Telecommunications",PROJECT-DELTA,"Rework charges"
INV-2025-00237,V1015,C2014,3000,2025-03-14,2025-03-19,2025-03-14,EUR,218950.58,43790.12,A2,500300,CC1030,PC3000,ZN14,PO-95036,"Travel expenses",HR-ONBOARD,"Ad-hoc request"
INV-2025-00238,V1009,C2010,2000,2025-11-05,2025-11-08,2025-11-08,EUR,492064.17,0.00,V0,700100,CC1040,PC2000,ZN90,PO-80775,"Cloud hosting fees",PROJECT-ETA,"Credit note adjustment"
INV-2025-00239,V1011,C2011,3000,2025-01-18,2025-01-18,2025-01-19,SGD,263437.92,13171.90,A2,600200,CC3020,PC3001,ZB02,PO-92237,"Annual licence renewal",MAINT-Q4,"Volume discount"
INV-2025-00240,V1017,C2007,2000,2025-03-29,2025-04-01,2025-03-30,JPY,403903.21,20195.16,A1,700100,CC2030,PC4000,ZN30,PO-92829,"Hardware procurement 2025-03",PROJECT-EPSILON,"Full delivery"
INV-2025-00241,V1001,C2009,2000,2025-06-25,2025-06-26,2025-06-27,SGD,4524.48,226.22,V3,400500,CC1010,PC2001,ZN90,PO-84093,"Legal advisory",PROJECT-EPSILON,"Volume discount"
INV-2026-00242,V1008,C2009,4000,2026-01-24,2026-01-28,2026-01-24,EUR,354783.76,35478.38,A2,600100,CC2030,PC3000,ZB01,PO-83790,"Cleaning services",FACILITIES,"Service completion"
INV-2025-00243,V1015,C2009,3000,2025-05-14,2025-05-14,2025-05-15,EUR,39611.87,3961.19,V3,600200,CC2020,PC3000,ZB02,PO-80635,"Contractor payments",MAINT-Q2,"Monthly service fee"
INV-2025-00244,V1006,C2008,3000,2025-11-02,2025-11-06,2025-11-03,SGD,416039.48,83207.90,A1,400500,CC2030,PC3001,ZN60,PO-92814,"Water treatment 2025-11",CAPEX-2026,"Credit note adjustment"
INV-2025-00245,V1002,C2008,4000,2025-10-17,2025-10-19,2025-10-19,EUR,77851.80,0.00,V0,600100,CC3020,PC3000,,PO-93264,"Insurance premium",PROJECT-EPSILON,"Service completion"
INV-2025-00246,V1001,C2008,1000,2025-01-10,2025-01-12,2025-01-12,AUD,35542.37,0.00,V0,700200,CC2020,PC2001,ZN45,PO-96122,"Research materials",MKT-CAMPAIGN,"Scheduled maintenance"
INV-2025-00247,V1008,C2006,3000,2025-02-03,2025-02-08,2025-02-06,GBP,151019.33,30203.87,V1,400400,CC3020,PC2001,ZB02,PO-81925,"Lab equipment 2025-02",PROJECT-EPSILON,"Project milestone payment"
INV-2026-00248,V1015,C2010,2000,2026-03-08,2026-03-13,2026-03-09,CAD,379587.25,0.00,V0,400300,CC1010,PC2002,ZB02,PO-89560,"Courier services",IT-REFRESH,"Advance payment"
INV-2025-00249,V1006,C2014,3000,2025-12-07,2025-12-07,2025-12-09,AUD,198048.91,29707.34,A2,700200,CC1020,PC2003,ZN60,PO-82662,"Server equipment 2025-12",PROJECT-ETA,"Emergency repair"
INV-2025-00250,V1012,C2011,3000,2025-08-06,2025-08-10,2025-08-06,SGD,227049.63,11352.48,V3,700100,CC1030,PC2003,ZN30,PO-98563,"Network infrastructure 2025-08",PROJECT-ZETA,"Monthly service fee"
INV-2025-00251,V1005,C2010,1000,2025-02-06,2025-02-06,2025-02-09,USD,107585.45,0.00,V0,700100,CC2030,PC3000,ZB01,PO-84345,"Data centre costs",CAPEX-2026,"Debit note"
INV-2025-00252,V1020,C2013,4000,2025-02-17,2025-02-22,2025-02-19,CHF,297230.85,14861.54,A1,400300,CC2010,PC2003,ZN45,PO-95657,"Landscaping",PROJECT-EPSILON,"Advance payment"
INV-2025-00253,V1009,C2002,2000,2025-09-23,2025-09-28,2025-09-25,JPY,21538.27,0.00,V0,400500,CC1010,PC3001,ZN90,,"Insurance premium",PROJECT-ZETA,"Rework charges"
INV-2025-00254,V_UNKNOWN,C2001,2000,2025-02-23,2025-02-27,2025-02-23,CAD,152714.45,22907.17,V3,999999,CCXXX,PC2000,ZN30,,"Landscaping",HR-ONBOARD,"Retainer fee"
INV-2025-00255,V1003,C2008,3000,2025-07-28,2025-07-28,2025-07-30,AUD,15123.68,0.00,V0,400400,CC3010,PC2002,ZN60,PO-86764,"Waste disposal",PROJECT-ALPHA,"Rework charges"
